INDICATIVO;A�O;MES;DIA;NOMBRE;ALTITUD;C_X;C_Y;NOM_PROV;LONGITUD;LATITUD;HU00;HU07;HU13;HU18;HUMAX;HUMIN
B087X;2018;12;4;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;56;77;84;78;88;52
B087X;2018;12;5;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;85;83;80;79;87;60
B087X;2018;12;6;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;67;86;89;81;93;61
B087X;2018;12;7;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;83;96;85;89;96;75
B087X;2018;12;8;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;75;76;57;80;89;51
B087X;2018;12;9;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;67;78;60;62;82;53
B087X;2018;12;10;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;71;87;83;92;97;71
B087X;2018;12;11;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;97;97;81;91;99;79
B087X;2018;12;12;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;92;94;61;80;95;59
B087X;2018;12;13;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;72;71;91;92;99;68
B087X;2018;12;14;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;99;98;79;92;100;77
B087X;2018;12;15;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;77;75;68;64;84;59
B087X;2018;12;16;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;66;74;80;73;89;66
B087X;2018;12;17;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;86;63;69;80;86;60
B087X;2018;12;18;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;79;79;61;71;80;53
B087X;2018;12;19;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;77;60;83;78;90;47
B087X;2018;12;20;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;78;83;64;82;92;63
B087X;2018;12;21;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;92;82;74;64;95;55
B087X;2018;12;22;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;71;73;79;95;95;65
B087X;2018;12;23;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;81;86;89;96;96;77
B087X;2018;12;24;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;88;96;74;94;100;71
B087X;2018;12;25;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;87;76;72;91;94;70
