INDICATIVO;AÑO;MES;DIA;NOMBRE;ALTITUD;C_X;C_Y;NOM_PROV;LONGITUD;LATITUD;HU00;HU07;HU13;HU18;HUMAX;HUMIN;
B158X;2018;8;16;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;83;77;57;63;92;54
B158X;2018;8;17;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;81;75;69;0;93;63
B158X;2018;8;18;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;90;82;67;58;93;55
B158X;2018;8;19;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;86;78;49;44;93;40
B158X;2018;8;20;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;70;78;49;49;88;42
B158X;2018;8;21;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;77;61;41;60;83;38
B158X;2018;8;22;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;83;66;44;44;87;31
B158X;2018;8;23;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;73;75;38;55;88;35
B158X;2018;8;24;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;67;65;60;68;85;51
B158X;2018;8;25;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;84;80;54;61;89;45
B158X;2018;8;26;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;75;64;54;61;83;47
B158X;2018;8;27;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;83;82;59;69;91;55
B158X;2018;8;28;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;89;84;69;73;94;65
B158X;2018;8;29;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;88;74;63;69;88;49
B158X;2018;8;30;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;85;68;52;64;88;43
B158X;2018;8;31;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;80;78;46;67;83;42
B013X;2018;11;28;LLUC;490;1003867;4424762;BALEARES;253091;394924;85;89;85;83;90;31;
B013X;2018;11;29;LLUC;490;1003867;4424762;BALEARES;253091;394924;89;89;85;86;90;50;
B087X;2018;11;25;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;87;65;61;88;94;58;
B087X;2018;11;27;BANYALBUFAR;60;972832;4407816;BALEARES;230461;394121;75;76;69;76;88;63;
B103B;2018;11;20;ANDRATX - SANT ELM;57;961216;4394846;BALEARES;222081;393445;87;97;71;74;98;70;
B103B;2018;11;24;ANDRATX - SANT ELM;57;961216;4394846;BALEARES;222081;393445;67;94;55;86;96;53;
B103B;2018;11;26;ANDRATX - SANT ELM;57;961216;4394846;BALEARES;222081;393445;96;92;76;64;98;56;
B103B;2018;11;27;ANDRATX - SANT ELM;57;961216;4394846;BALEARES;222081;393445;65;63;58;73;94;54;
B103B;2018;11;28;ANDRATX - SANT ELM;57;961216;4394846;BALEARES;222081;393445;93;98;40;89;100;38;
B158X;2018;11;22;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;93;96;92;92;96;89
B158X;2018;11;24;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;82;92;69;80;93;66
B158X;2018;11;28;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;86;94;56;78;94;49
B158X;2018;11;29;CALVIÃ€; ES CAPDELLÃ€;50;969785;4392268;BALEARES;227591;393305;85;89;76;85;94;74
B013X;2018;11;30;LLUC;490;1003867;4424762;BALEARES;253091;394924;89;90;85;86;90;73;
B013X;2018;11;1;LLUC;490;1003867;4424762;BALEARES;253091;394924;85;85;85;89;90;76;
B013X;2018;11;2;LLUC;490;1003867;4424762;BALEARES;253091;394924;89;89;85;85;89;65;
B013X;2018;11;3;LLUC;490;1003867;4424762;BALEARES;253091;394924;67;57;85;76;82;44;
